canonical	facet	parent_category	parent_source	provenance	confidence	aat_id	llm_note
ink - grey	material	(unrolled)	self	self	unrolled		
ink ?	material	(unrolled)	self	self	unrolled		
ink addition	material	(unrolled)	self	self	unrolled		
ink additions by another hand	material	(unrolled)	self	self	unrolled	300221683	
ink additions by the artist	material	(unrolled)	self	self	unrolled		
ink additions taped to a dark grey sheet	material	(unrolled)	self	self	unrolled		
ink additions taped to a light grey sheet	material	(unrolled)	self	self	unrolled		
ink an cryon	material	(unrolled)	self	self	unrolled		
ink an pastel	material	(unrolled)	self	self	unrolled	300311039	
ink and	material	(unrolled)	self	self	unrolled		
ink andchalk	material	(unrolled)	self	self	unrolled		
ink andcolor addition	material	(unrolled)	self	self	unrolled		
ink border	material	(unrolled)	self	self	unrolled		
ink caricature inscription	material	(unrolled)	self	self	unrolled		
ink cartoon	material	(unrolled)	self	self	unrolled		
ink correction	material	(unrolled)	self	self	unrolled		
ink dabbing	material	(unrolled)	self	self	unrolled		
ink lightened by 75%	material	(unrolled)	self	self	unrolled		
ink marker	material	(unrolled)	self	self	unrolled		
ink or brush	material	(unrolled)	self	self	unrolled		
ink pen	material	(unrolled)	self	self	unrolled		
ink sketch	material	(unrolled)	self	self	unrolled		
ink stamp	material	(unrolled)	self	self	unrolled		
ink transfer	material	(unrolled)	self	self	unrolled	300417644	
ink under watercolor	material	(unrolled)	self	self	unrolled		
ink watercolor	material	(unrolled)	self	self	unrolled		
ink-dabbing	material	(unrolled)	self	self	unrolled		
ink-dipped tarlatan chine collé	material	(unrolled)	self	self	unrolled		
ink.	material	(unrolled)	self	self	unrolled		
ink: 'michelangelo da caravaggio'	material	(unrolled)	self	self	unrolled		
inkand watercolor	material	(unrolled)	self	self	unrolled		
inked object	material	(unrolled)	self	self	unrolled		
inkjet	material	(unrolled)	self	self	unrolled		
inkless embossed intaglio	material	(unrolled)	self	self	unrolled	300186231	
inkless embossing	material	(unrolled)	self	self	unrolled	300053826	
inks stamped	material	(unrolled)	self	self	unrolled		
inlaid cut steel disc	material	(unrolled)	self	self	unrolled		
inlaid horn stick	material	(unrolled)	self	self	unrolled		
inlaid ivory stick	material	(unrolled)	self	self	unrolled		
inlaid pot metal eye	material	(unrolled)	self	self	unrolled		
inscribed clay	material	(unrolled)	self	self	unrolled	300010439	
inscribed honi soit qui mal pense in black ink surrounding the 17th century royal coat	material	(unrolled)	self	self	unrolled		
inscribed in brown wash 'fragonard'	material	(unrolled)	self	self	unrolled		
inscribed in gray ink 'giuseppe de'	material	(unrolled)	self	self	unrolled		
inscribed in ink 'gio da siena'	material	(unrolled)	self	self	unrolled		
inscribed in pen	material	(unrolled)	self	self	unrolled		
inscription in pen	material	(unrolled)	self	self	unrolled		
inscriptions in black	material	(unrolled)	self	self	unrolled	300130920	
inscriptions in colored pencil	material	(unrolled)	self	self	unrolled	300410335	
inscriptions in ink 'soldy f.'	material	(unrolled)	self	self	unrolled		
inscriptions in pen	material	(unrolled)	self	self	unrolled		
inset ribbon	material	(unrolled)	self	self	unrolled	300014668	
insulation foam	material	(unrolled)	self	self	unrolled	300014639	
interlinking	material	(unrolled)	self	self	unrolled		
intestine	material	(unrolled)	self	self	unrolled		
intestine - walru	material	(unrolled)	self	self	unrolled		
intricate pen	material	(unrolled)	self	self	unrolled		
iridescent sequin	material	(unrolled)	self	self	unrolled		
irish	material	(unrolled)	self	self	unrolled	300111259	
irish beleek	material	(unrolled)	self	self	unrolled		
irish crochet lace	material	(unrolled)	self	self	unrolled	300132861	
irish lace	material	(unrolled)	self	self	unrolled	300132861	
iron alloy nail	material	(unrolled)	self	self	unrolled		
iron frame	material	(unrolled)	self	self	unrolled		
iron lining	material	(unrolled)	self	self	unrolled	300162124	
iron nail	material	(unrolled)	self	self	unrolled		
iron oxide	material	(unrolled)	self	self	unrolled	300387477	
iron plate seamed	material	(unrolled)	self	self	unrolled		
iron plated exterior	material	(unrolled)	self	self	unrolled	300010277	
iron powder	material	(unrolled)	self	self	unrolled	300014647	
iron rich slip	material	(unrolled)	self	self	unrolled	300010459	
iron sand	material	(unrolled)	self	self	unrolled	300014341	
iron support	material	(unrolled)	self	self	unrolled		
iron wire	material	(unrolled)	self	self	unrolled	300011063	
iron-tannate dye	material	(unrolled)	self	self	unrolled	300013029	
ironstone	material	(unrolled)	self	self	unrolled	300238593	
irredescent glas	material	(unrolled)	self	self	unrolled		
irredescent sequin	material	(unrolled)	self	self	unrolled		
irridescent brown chiffon	material	(unrolled)	self	self	unrolled	300249449	
ivory & blue panne velvet	material	(unrolled)	self	self	unrolled	300133711	
ivory - tooth	material	(unrolled)	self	self	unrolled	300011855	
ivory - walrus tusk	material	(unrolled)	self	self	unrolled	300011856	
ivory -female walrus tusk	material	(unrolled)	self	self	unrolled	300011856	
ivory bobbin lace	material	(unrolled)	self	self	unrolled	300132861	
ivory bobbin tape	material	(unrolled)	self	self	unrolled	300014685	
ivory chiffon	material	(unrolled)	self	self	unrolled	300249449	
ivory cotton crochet net	material	(unrolled)	self	self	unrolled	300249438	
ivory cotton mull	material	(unrolled)	self	self	unrolled		
ivory crepe de chine	material	(unrolled)	self	self	unrolled		
ivory damask	material	(unrolled)	self	self	unrolled	300163295	
ivory embroidered batiste	material	(unrolled)	self	self	unrolled	300183634	
ivory end knobs.	material	(unrolled)	self	self	unrolled		
ivory frame	material	(unrolled)	self	self	unrolled		
ivory guard	material	(unrolled)	self	self	unrolled		
ivory handle	material	(unrolled)	self	self	unrolled		
ivory in leather case	material	(unrolled)	self	self	unrolled		
ivory inlay	material	(unrolled)	self	self	unrolled	300053850	
ivory laid chine	material	(unrolled)	self	self	unrolled		
ivory laid handmade paper embossed ll with	material	(unrolled)	self	self	unrolled		
ivory lined	material	(unrolled)	self	self	unrolled		
ivory marquetry	material	(unrolled)	self	self	unrolled	300053853	
ivory or bone	material	(unrolled)	self	self	unrolled	300011798	
ivory or bone decoration	material	(unrolled)	self	self	unrolled	300056257	
ivory ribbon	material	(unrolled)	self	self	unrolled	300014668	
ivory ring	material	(unrolled)	self	self	unrolled		
ivory rivet	material	(unrolled)	self	self	unrolled		
ivory satin	material	(unrolled)	self	self	unrolled	300132902	
ivory silk cloque	material	(unrolled)	self	self	unrolled		
ivory silk gros de tour	material	(unrolled)	self	self	unrolled		
ivory silk organza	material	(unrolled)	self	self	unrolled	300310123	
ivory silk ottoman	material	(unrolled)	self	self	unrolled	300021614	
ivory silk rep	material	(unrolled)	self	self	unrolled		
ivory silk satin	material	(unrolled)	self	self	unrolled	300132902	
ivory silk satin ?	material	(unrolled)	self	self	unrolled		
ivory silk twill	material	(unrolled)	self	self	unrolled	300227915	
ivory soap	material	(unrolled)	self	self	unrolled	300010513	
ivory stick	material	(unrolled)	self	self	unrolled		
ivory striped satin	material	(unrolled)	self	self	unrolled	300132902	
ivory under glas	material	(unrolled)	self	self	unrolled		
ivory veneer	material	(unrolled)	self	self	unrolled	300012855	
ivory w/wood frame	material	(unrolled)	self	self	unrolled		
ivory wool double knit	material	(unrolled)	self	self	unrolled		
ivory wove paper mounted	material	(unrolled)	self	self	unrolled		
ivory/blue striped silk taffeta	material	(unrolled)	self	self	unrolled	300249434	
ivory?	material	(unrolled)	self	self	unrolled		
jacket	material	(unrolled)	self	self	unrolled		
jacket: wool crêpe	material	(unrolled)	self	self	unrolled		
jacket: wool twill weave	material	(unrolled)	self	self	unrolled		
jacket: wool warp knitting	material	(unrolled)	self	self	unrolled	300053634	
jacquard	material	(unrolled)	self	self	unrolled	300256616	
jacquard loom woven	material	(unrolled)	self	self	unrolled		
jacquard weave double cloth	material	(unrolled)	self	self	unrolled	300162391	
jacquard woven	material	(unrolled)	self	self	unrolled		
jacquard woven beiderwand	material	(unrolled)	self	self	unrolled		
jacquard woven double cloth	material	(unrolled)	self	self	unrolled	300162391	
jade?	material	(unrolled)	self	self	unrolled		
jaguar claw	material	(unrolled)	self	self	unrolled		
japan paper pasted to the spine	material	(unrolled)	self	self	unrolled		
japanese lacquer	material	(unrolled)	self	self	unrolled	300014916	
japanese tissue	material	(unrolled)	self	self	unrolled		
japanese vellum paper including 6 page	material	(unrolled)	self	self	unrolled		
japanese waxed masa	material	(unrolled)	self	self	unrolled	300015907	
japanese waxwing	material	(unrolled)	self	self	unrolled		
japon	material	(unrolled)	self	self	unrolled		
japon nacre	material	(unrolled)	self	self	unrolled		
japon nacre wrapper	material	(unrolled)	self	self	unrolled		
japon wrapper	material	(unrolled)	self	self	unrolled		
jasperware	material	(unrolled)	self	self	unrolled	300390925	
jeff goodman pencil	material	(unrolled)	self	self	unrolled	300410335	
jersey	material	(unrolled)	self	self	unrolled	300417884	
jet plastic	material	(unrolled)	self	self	unrolled	300014570	
jewel	material	(unrolled)	self	self	unrolled		
joined copper metal alloy button	material	(unrolled)	self	self	unrolled		
joined copper metal alloy buttons skirt: wool warp knitting	material	(unrolled)	self	self	unrolled	300053634	
jute armature	material	(unrolled)	self	self	unrolled		
jute twine	material	(unrolled)	self	self	unrolled	300014251	
jute-covered box	material	(unrolled)	self	self	unrolled		
k'ossu tapestry	material	(unrolled)	self	self	unrolled	300061981	
kakemono	material	(unrolled)	self	self	unrolled		
kangaroo jaw bone	material	(unrolled)	self	self	unrolled	300011798	
kaolin	material	(unrolled)	self	self	unrolled	300010445	
kaolin clay	material	(unrolled)	self	self	unrolled	300010439	
kaolin pigment	material	(unrolled)	self	self	unrolled		
karelian birch veneer	material	(unrolled)	self	self	unrolled	300012855	
kauri gum	material	(unrolled)	self	self	unrolled	300012866	
kent	material	(unrolled)	self	self	unrolled		
keratin	material	(unrolled)	self	self	unrolled	300193683	
key block	material	(unrolled)	self	self	unrolled		
khaki cotton duck	material	(unrolled)	self	self	unrolled	300132884	
kid	material	(unrolled)	self	self	unrolled		
kina shell	material	(unrolled)	self	self	unrolled	300011829	
kingwood marquetry	material	(unrolled)	self	self	unrolled	300053853	
kiri box	material	(unrolled)	self	self	unrolled		
klic's copperplate proces	material	(unrolled)	self	self	unrolled		
knit bead	material	(unrolled)	self	self	unrolled	300261776	
knit lace	material	(unrolled)	self	self	unrolled	300132861	
knitted acrylic	material	(unrolled)	self	self	unrolled	300014426	
knitted cashmere/silk	material	(unrolled)	self	self	unrolled		
knitted chenille lace	material	(unrolled)	self	self	unrolled	300132861	
knitted lace	material	(unrolled)	self	self	unrolled	300264696	
knotted needle lace	material	(unrolled)	self	self	unrolled	300132861	
knotted net	material	(unrolled)	self	self	unrolled	300249438	
knotted netting	material	(unrolled)	self	self	unrolled	300053637	
knotted silk tenerife lace	material	(unrolled)	self	self	unrolled	300132861	
kodak photograph	material	(unrolled)	self	self	unrolled		
kodalith	material	(unrolled)	self	self	unrolled		
kromekote 10p-pt. cis paper covers laminated in plastic	material	(unrolled)	self	self	unrolled	300014570	
kutch cotton plain weave	material	(unrolled)	self	self	unrolled		
kwool	material	(unrolled)	self	self	unrolled		
lace -- point de gaze lace	material	(unrolled)	self	self	unrolled	300132861	
lace applique	material	(unrolled)	self	self	unrolled		
lace appliqué	material	(unrolled)	self	self	unrolled		
lace border	material	(unrolled)	self	self	unrolled		
lace brussels applique	material	(unrolled)	self	self	unrolled		
lace edged linen	material	(unrolled)	self	self	unrolled	300014069	
lace edging	material	(unrolled)	self	self	unrolled		
lace insertion	material	(unrolled)	self	self	unrolled		
lace openwork	material	(unrolled)	self	self	unrolled	300253899	
lace ribbon	material	(unrolled)	self	self	unrolled	300014668	
lace trim	material	(unrolled)	self	self	unrolled		
laci	material	(unrolled)	self	self	unrolled		
lacis lace	material	(unrolled)	self	self	unrolled	300132861	
lacquered gourd	material	(unrolled)	self	self	unrolled		
lacquered papier-mâché	material	(unrolled)	self	self	unrolled		
lacquered stick	material	(unrolled)	self	self	unrolled		
lacquered wood handle	material	(unrolled)	self	self	unrolled		
lacquered wood stick	material	(unrolled)	self	self	unrolled		
lacy glas	material	(unrolled)	self	self	unrolled		
lafuma navarre madagascar paper duplicating the illustrations in the text	material	(unrolled)	self	self	unrolled	300250810	
laid arche	material	(unrolled)	self	self	unrolled		
laid paper v: black chalk	material	(unrolled)	self	self	unrolled	300011727	
laid paper v:ink	material	(unrolled)	self	self	unrolled		
laid paperv: black chalk	material	(unrolled)	self	self	unrolled	300011727	
laid paperv: black v: chalk	material	(unrolled)	self	self	unrolled	300011727	
laid paperv: pen	material	(unrolled)	self	self	unrolled		
lamb fur trim	material	(unrolled)	self	self	unrolled		
lamb's gut string	material	(unrolled)	self	self	unrolled	300014249	
lambskin	material	(unrolled)	self	self	unrolled		
lambswool	material	(unrolled)	self	self	unrolled		
lambswool plain weave	material	(unrolled)	self	self	unrolled		
lame fabric	material	(unrolled)	self	self	unrolled		
laminate	material	(unrolled)	self	self	unrolled	300250554	
