token	count	facet_final	facet_source	canonical_final	aat_id	embedding_suggestion	embedding_similarity	note
embroidery?	3	technique	rule	embroidery?				
brocaded velvet	3	material	rule	brocaded velvet				
wooden base	3	material	rule	wooden base				
chocolate smear hand applied to paper	3	support	rule	chocolate smear hand applied to paper				
antique laid paper	3	support	rule	antique laid paper				
silk taffeta ribbon	3	material	rule	silk taffeta ribbon				
print from real lace	3	technique	rule	print from real lace				
yellow ink	3	material	rule	yellow ink				
silk or rayon	3	material	rule	silk or rayon				
buff laid paper	3	support	rule	buff laid paper				
9 color wood engravings	3	technique	rule	color wood engraving				
52 engravings	3	technique	rule	engraving				
16 aquatints	3	technique	rule	aquatint				
auvergne paper	3	support	rule	auvergne paper				
cloth-covered protective boards	3	support	rule	cloth-covered protective board				
painted enamel	3	material	rule	painted enamel				
spit-bite aquatints	3	technique	rule	spit-bite aquatint				
limoges enamel	3	material	rule	limoges enamel				
color relief print	3	technique	rule	relief				
arches silkscreen roll paper	3	material	rule	arches silkscreen roll paper				
cloth spine	3	material	rule	cloth spine				
copper lustre	3	material	rule	copper lustre				
wood?	3	material	rule	wood?				
wood beads	3	material	rule	wood bead				
one drawing in hand-tooled leather binding contained in a cloth wrapped	3	technique	rule	drawing in hand-tooled leather binding contained in a cloth wrapped				
leather covered drop wall box	3	material	rule	leather covered drop wall box				
four working prints	3	technique	rule	working				
silk-wax process color print	3	technique	rule	silk-wax process color				
photo-etching	3	technique	rule	photo-etching				
stonecut	3	material	rule	stonecut				
inked objects	3	material	rule	inked object				
woodbury type	3	material	rule	woodbury type				
gold lamé	3	material	rule	gold lamé				
asymmetrical knots	3		unresolved	asymmetrical knot				
sand coated paper mounted	3	support	rule	sand coated paper mounted				
silver paper	3	material	rule	silver paper				
laid paper onlaid to false margins	3	support	rule	laid paper onlaid to false margin				
color photo etching	3	technique	rule	photo etching				
red watercolor	3	material	rule	red watercolor				
colored stones	3	material	rule	stone				
printed collage elements	3	technique	rule	printed collage element				
tint stone	3	material	rule	tint stone				
chine colle pages from a book	3	support	rule	chine colle pages from a book				
monotype b/w	3	technique	rule	monotype b/w				
cover printed	3	technique	rule	cover printed				
pewter mounts	3	material	rule	pewter mount				
cedar wood	3	material	rule	cedar wood				
one lithograph	3	technique	rule	lithograph				
engraved silver	3	material	rule	engraved silver				
silver gros point	3	material	rule	silver gros point				
green glass	3	material	rule	green glas				
four color lithograph	3	technique	rule	color lithograph				
antique cream laid paper	3	support	rule	antique cream laid paper				
10 color lithographs	3	technique	rule	color lithograph				
softground etching printed in red	3	technique	rule	softground etching printed in red				
woodblock printed	3	technique	rule	woodblock printed				
opaque watercolor additions	3	material	rule	opaque watercolor addition				
cut-out etching	3	technique	rule	cut-out etching				
2 etchings	3	technique	rule	etching				
pochoir coloring	3	technique	rule	pochoir coloring				
paper mounted to a decorated album page	3	support	rule	paper mounted to a decorated album page				
silk embroidered linen	3	material	rule	silk embroidered linen				
knitted wool	3	material	rule	knitted wool				
silvered bronze	3	material	rule	silvered bronze				
quarter bound in dark green leather	3	material	rule	quarter bound in dark green leather				
color aiban woodcut	3	technique	rule	aiban woodcut				
100 etchings	3	technique	rule	etching				
magnani pescia paper	3	support	rule	magnani pescia paper				
letterhead paper	3	support	rule	letterhead paper				
gold gilt	3	material	rule	gold gilt				
glass stones	3	material	rule	glass stone				
silver fringe	3	material	rule	silver fringe				
42 etchings	3	technique	rule	etching				
silk blend	3	material	rule	silk blend				
lace print	3	technique	rule	lace				
pastel pencil	3	material	rule	pastel pencil				
silver thread embroidery	3	technique	rule	silver thread embroidery				
rosin aquatint reversal	3	technique	rule	rosin aquatint reversal				
japanese waxed masa	3	material	rule	japanese waxed masa				
soapground etching	3	technique	rule	soapground etching				
loose as issued in printed self-wrapper	3	not_medium	rule	loose as issued in printed self-wrapper				
synthetic metal strip supplementary weft patterning	3		unresolved	synthetic metal strip supplementary weft patterning				
6 aquatints	3	technique	rule	aquatint				
original pen	3	material	rule	original pen				
six lithographs	3	technique	rule	lithograph				
p.t.i. supra paper	3	support	rule	p.t.i. supra paper				
mink	3	material	rule	mink				
r: graphite	3	material	rule	r: graphite				
printed cotton lining	3	technique	rule	printed cotton lining				
gilded lithograph	3	technique	rule	gilded lithograph				
tambour embroidery	3	technique	rule	tambour embroidery				
watercolor lettering	3	material	rule	watercolor lettering				
8 photoetchings	3	technique	rule	photoetching				
drypoint printed in brown	3	technique	rule	drypoint printed in brown				
wood stand	3	material	rule	wood stand				
aquatint reveral	3	technique	rule	aquatint reveral				
direct to plate aquatint etching	3	technique	rule	direct to plate aquatint etching				
color photo screenprint	3	technique	rule	photo screenprint				
printed in brown	3	technique	rule	printed in brown				
silk satin weave ribbon	3	material	rule	silk satin weave ribbon				
chalk pastel	3	material	rule	chalk pastel				
cut steel	3	material	rule	cut steel				
silk rep	3	material	rule	silk rep				
vari-colored gold	3	material	rule	vari-colored gold				
seven color screenprint	3	technique	rule	color screenprint				
off-set lithograph	3	technique	rule	off-set lithograph				
etching printed in red	3	technique	rule	etching printed in red				
fused glass	3	material	rule	fused glas				
moldmade ceramic	3	material	rule	moldmade ceramic				
gold silk	3	material	rule	gold silk				
stone base	3	material	rule	stone base				
pastel or chalk	3	material	rule	pastel or chalk				
lithograph printed in green	3	technique	rule	lithograph printed in green				
brown pen	3	material	rule	brown pen				
clear pressed lacy glass	3	material	rule	clear pressed lacy glas				
cased tintype	3	technique	rule	cased tintype				
chiaroscuro woodcut from four blocks	3	technique	rule	chiaroscuro woodcut from four block				
color screenprint poster printed in seven colors	3	technique	rule	screenprint poster printed in seven color				
fired ceramic	3	material	rule	fired ceramic				
contents	3	material	rule	content				
applied gold sequins	3	material	rule	applied gold sequin				
panne velvet	3	material	rule	panne velvet				
satin stripe silk organza	3	material	rule	satin stripe silk organza				
gampi chine colle	3	support	rule	gampi chine colle				
split bite aquatints	3	technique	rule	split bite aquatint				
silk plain weave lining	3	material	rule	silk plain weave lining				
painted metal	3	material	rule	painted metal				
80 engravings	3	technique	rule	engraving				
nine color lithograph	3	technique	rule	color lithograph				
gold wash	3	material	rule	gold wash				
metal-wrapped silk thread embroidery	3	technique	rule	metal-wrapped silk thread embroidery				
spines	3	material	rule	spine				
white wove paper mounted	3	support	rule	white wove paper mounted				
strip-weaving	3	technique	rule	strip-weaving				
20 lithographs	3	technique	rule	lithograph				
direct gravure printed in black	3	technique	rule	direct gravure printed in black				
cream silk	3	material	rule	cream silk				
auvergne à la main richard de bas handmade paper	3	support	rule	auvergne à la main richard de bas handmade paper				
colour pochoir	3	technique	rule	colour pochoir				
wove paper mounted to a heavier sheet	3	support	rule	wove paper mounted to a heavier sheet				
overglaze enamel painting	3	material	rule	overglaze enamel painting				
blue ball point pen	3	material	rule	blue ball point pen				
copper foil	3	material	rule	copper foil				
whalebone	3	material	rule	whalebone				
woodcut in black	3	technique	rule	woodcut in black				
wool twill weave	3	material	rule	wool twill weave				
two working prints	3	technique	rule	working				
brown-black ink	3	material	rule	brown-black ink				
etching from a steel plate	3	technique	rule	etching from a steel plate				
photo lithograph	3	technique	rule	photo lithograph				
3-color lithograph	3	technique	rule	3-color lithograph				
crayon manner engraving printed in brown ink	3	technique	rule	crayon manner engraving printed in brown ink				
photoaquatint	3	technique	rule	photoaquatint				
laid paper prepared	3	support	rule	laid paper prepared				
chiaroscuro woodcut in 2 blocks	3	technique	rule	chiaroscuro woodcut in 2 block				
chinese woodblock	3	material	rule	chinese woodblock				
silver mounts	3	material	rule	silver mount				
pen or brush	3	material	rule	pen or brush				
cotton string	3	material	rule	cotton string				
printed in shades	3	technique	rule	printed in shade				
9 lithographs	3	technique	rule	lithograph				
embroidery in satin	3	technique	rule	embroidery in satin				
lacquered wood sticks	3	material	rule	lacquered wood stick				
colored xerox print	3	technique	rule	xerox				
brown-gray wash	3	material	rule	brown-gray wash				
enamelled earthenware	3	material	rule	enamelled earthenware				
linen lawn	3	material	rule	linen lawn				
printed sheet music	3	technique	rule	printed sheet music				
carved boxwood	3	technique	rule	carved boxwood				
copper plate printed cotton	3	technique	rule	copper plate printed cotton				
ostrich shell beads	3	material	rule	ostrich shell bead				
rectangular bronze relief plaque	3	material	rule	rectangular bronze relief plaque				
color woodblock	3	material	rule	woodblock				
ivory silk satin	3	material	rule	ivory silk satin				
pressed lead lacy glass	3	material	rule	pressed lead lacy glas				
uninked woodcut	3	technique	rule	uninked woodcut				
wood hoop	3	material	rule	wood hoop				
4 color lithograph	3	technique	rule	color lithograph				
sugar lift aquatint in dark aqua green	3	technique	rule	sugar lift aquatint in dark aqua green				
white paint	3	material	rule	white paint				
pink silk	3	material	rule	pink silk				
asian paper	3	support	rule	asian paper				
four etchings	3	technique	rule	etching				
somerset textured soft white paper	3	support	rule	somerset textured soft white paper				
incised overglaze enamel	3	material	rule	incised overglaze enamel				
color photolithograph	3	technique	rule	photolithograph				
heavy rough handmade paper	3	support	rule	heavy rough handmade paper				
gold paper trim	3	material	rule	gold paper trim				
gilded wood guards	3	material	rule	gilded wood guard				
water bite aquatint	3	technique	rule	water bite aquatint				
cotton gauze	3	material	rule	cotton gauze				
silk moiré	3	material	rule	silk moiré				
pencil underdrawing	3	technique	rule	pencil underdrawing				
black silk taffeta	3	material	rule	black silk taffeta				
white pine	3	material	rule	white pine				
black silk chiffon	3	material	rule	black silk chiffon				
faceted plastic beads	3	material	rule	faceted plastic bead				
covered in limp vellum	3	material	rule	covered in limp vellum				
soap ground aquatint printed	3	technique	rule	soap ground aquatint printed				
printed silk taffeta	3	technique	rule	printed silk taffeta				
fine white cotton	3	material	rule	fine white cotton				
4 prints	3	technique	rule	4				
lygodium	3		unresolved	lygodium				
blue-gray wove paper	3	support	rule	blue-gray wove paper				
white mezzotint	3	technique	rule	white mezzotint				
cotton denim	3	material	rule	cotton denim				
original woodcut prints	3	technique	rule	original woodcut				
crayon resist	3	material	rule	crayon resist				
direct to plate aquatint edition variee	3	technique	rule	direct to plate aquatint edition variee				
gilded clay	3	material	rule	gilded clay				
six-panel mural	3	support	rule	six-panel mural				
white colored hand made paper from barcham green	3	support	rule	white colored hand made paper from barcham green				
gelatin silver photograph	3	material	rule	gelatin silver photograph				
blind intaglio	3		unresolved	blind intaglio				
linen damask	3	material	rule	linen damask				
color woodcut: two right panels	3	technique	rule	woodcut: two right panel				
cast aluminum relief	3	technique	rule	cast aluminum relief				
plain-weave cotton embroidered	3	material	rule	plain-weave cotton embroidered				
fabriano rosaspina paper	3	support	rule	fabriano rosaspina paper				
color lithograph printed in green	3	technique	rule	lithograph printed in green				
printed text	3	technique	rule	printed text				
7 lithographs	3	technique	rule	lithograph				
